user_id,user_favorite_talent,user_comment
2c6e7b33-7815-4a8e-a6bd-5e8608eef1ff,52171236-5683-42e5-bddb-91f9fbd15cb8,2:03のりのりまさのり練習用
f21dd1e3-e018-4cde-b3a7-3d58ba27772a,52171236-5683-42e5-bddb-91f9fbd15cb8,後半0.25倍速で見たらやばいw
d55b433b-79f0-4a9d-84de-66e8381e2502,52171236-5683-42e5-bddb-91f9fbd15cb8,後藤ナニちゃんもきゅうり大好きっ子ちゃんも歳取らないのにまさのりさんだけ歳とるのズルすぎる毎年どんどん面白くなるやん
fdd1b77e-8de1-4210-9116-bcabc5797b1d,52171236-5683-42e5-bddb-91f9fbd15cb8,95
832cb42a-3c37-4b07-8977-82408ed7d70c,52171236-5683-42e5-bddb-91f9fbd15cb8,コロナだ、ロシアだ、値上げだ、暗いニュースばかりなので錦鯉に元気もらいにきた
66535083-50ca-46b0-91c5-0263adcb6570,52171236-5683-42e5-bddb-91f9fbd15cb8,最後、頭めっちゃ赤くなってた😭
b921acb5-4fb3-4029-b433-779922dee50f,52171236-5683-42e5-bddb-91f9fbd15cb8,長谷川さん、いつも本当にありがとうございます‼️やはり日本人は、優しくて感謝出来ます‼️これからもよろしくお願いいたしますね‼️
b81582d0-e069-446e-9ac1-e01d8c925128,52171236-5683-42e5-bddb-91f9fbd15cb8,錦鯉は、かっこいいだけでなく実力も実に素晴らしいのでいけてると思います‼️
f39d103a-75db-4f0c-aeda-3794edbc6768,52171236-5683-42e5-bddb-91f9fbd15cb8,かっこいいです‼️本当にいつもありがとうございます‼️
57a608a8-2e94-43b1-9006-e51dd86fb38d,52171236-5683-42e5-bddb-91f9fbd15cb8,長谷川さんの方は、ボケ担当で渡辺さんの方は突っ込み担当なのですね‼️非常に良いことだと思います。日本人としてこれからも、頑張って下さい‼️遠くから応援しています‼️
ed585b0c-aa75-4a4f-afc3-b625db7dc99e,52171236-5683-42e5-bddb-91f9fbd15cb8,流石は、錦鯉さん。本当にかっこいいです。僕の好きなタイプです‼️
d1142c25-6eed-4bfd-a9fe-f71134c91652,52171236-5683-42e5-bddb-91f9fbd15cb8,私が、思うようにお笑い芸人はとにかく頭が良い後天才まさに錦鯉さんはそれが象徴できていると思います‼️本当にありがとうございました。これからも応援します‼️
fc0f0ccf-cd47-4ff7-8374-0be07bc57c65,52171236-5683-42e5-bddb-91f9fbd15cb8,なんもおもろくない
4dff0ae8-b012-486a-8386-cb1179245490,52171236-5683-42e5-bddb-91f9fbd15cb8,錦鯉の漫才自体はすごく面白いけど頭叩く系のツッコミが個人的に好きじゃないから楽しく見れない
8cbd73bb-284f-48a5-80cc-abd87d259367,52171236-5683-42e5-bddb-91f9fbd15cb8,錦鯉の漫才が再生数3位の漫才と倍も再生数違うなんてすげえよ！
aa92692d-ced1-4905-9a2b-adc22f0a356c,52171236-5683-42e5-bddb-91f9fbd15cb8,1000万回再生超えてたんだ！すごい！
c52f8707-fba9-4da7-9ed2-9b1067a5619a,52171236-5683-42e5-bddb-91f9fbd15cb8,また観に来ました✨何回観ても面白いですね😃
